"Transaction Type","Date","Account Type","Description","Amount","Reference No.","Credits","Debits"
"DIRECT DEBIT",4/11/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6819",-6.00," ",,$6.00
"DIRECT DEBIT",4/11/18,Checking,"A&E COFFEE & TEA MMANCHESTER   NH            6819",-4.12," ",,$4.12
"POS DEBIT",4/10/18,Checking,"HOBBYLOBBY 1525 S.MANCHESTER   NH            6801",-118.03," ",,$118.03
"POS DEBIT",4/10/18,Checking,"7-ELEVEN          MANCHESTER   NH            6819",-4.66," ",,$4.66
"DIRECT DEBIT",4/10/18,Checking,"Amazon.com        AMZN.COM/BILLWA            6819",-8.77," ",,$8.77
"DIRECT DEBIT",4/10/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6801",-17.99," ",,$17.99
"DIRECT DEBIT",4/10/18,Checking,"Amazon.com        AMZN.COM/BILLWA            6801",-10.00," ",,$10.00
DEBIT,4/9/18,Checking,"COMCAST          CABLE",-85.95," ",,$85.95
DEBIT,4/9/18,Checking,"EVERSOURCE       WEB_PAY",-158.22," ",,$158.22
DEBIT,4/9/18,Checking,"WF HOME MTG      AUTO PAY",-1424.77," ",,"$1,424.77"
"POS DEBIT",4/9/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-7.68," ",,$7.68
"POS DEBIT",4/9/18,Checking,"GOOGLE *YouTube TV855-836-3987 CA            6819",-35.00," ",,$35.00
"POS DEBIT",4/9/18,Checking,"HANNAFORD #831    MANCHESTER   NH            6801",-57.38," ",,$57.38
"POS DEBIT",4/9/18,Checking,"SHELL Service StatGOFFSTOWN    NH            6801",-34.74," ",,$34.74
"DIRECT DEBIT",4/9/18,Checking,"NEW WA TOY        MANCHESTER   NH            6801",-39.89," ",,$39.89
"DIRECT DEBIT",4/9/18,Checking,"TST* CAESARIO S PIMANCHESTER   NH            6819",-5.83," ",,$5.83
"DIRECT DEBIT",4/9/18,Checking,"A&E COFFEE & TEA MMANCHESTER   NH            6819",-4.84," ",,$4.84
"DIRECT DEBIT",4/9/18,Checking,"875 ELM ST GARAGE MANCHESTER   NH            6819",-7.00," ",,$7.00
"DIRECT DEBIT",4/9/18,Checking,"A&E COFFEE & TEA MMANCHESTER   NH            6819",-5.03," ",,$5.03
DEBIT,4/6/18,Checking,"CAPITAL ONE      ONLINE PMT",-134.57," ",,$134.57
"POS DEBIT",4/6/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-16.08," ",,$16.08
"POS DEBIT",4/6/18,Checking,"GOOGLE *YouTub    Mountain ViewCA            6819",-14.99," ",,$14.99
"DIRECT DEBIT",4/6/18,Checking,"VISTAPR*VistaPrint866-8936743  MA 6819",-84.14," ",,$84.14
"DIRECT DEBIT",4/6/18,Checking,"RED ARROW 24 HOUR MANCHESTER   NH            6819",-30.14," ",,$30.14
"DIRECT DEBIT",4/6/18,Checking,"DAILY WIRE        817-8503600  TX            6819",-7.99," ",,$7.99
"DIRECT DEPOSIT",4/6/18,Checking,"Citizens Bank    PAYROLL",331.96," ",$331.96,
"POS DEBIT",4/5/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-8.27," ",,$8.27
"DIRECT DEBIT",4/5/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6801",-19.99," ",,$19.99
"DIRECT DEBIT",4/5/18,Checking,"TACO BELL #029272 CONCORD      NH            6801",-11.65," ",,$11.65
"DIRECT DEBIT",4/5/18,Checking,"JOE KINGS SHOE SHOCONCORD      NH            6801",-36.95," ",,$36.95
"DIRECT DEBIT",4/5/18,Checking,"CITY OF CONCORD PACONCORD      NH            6801",-1.50," ",,$1.50
"DIRECT DEBIT",4/5/18,Checking,"TACO BELL #029272 CONCORD      NH            6801",-11.65," ",,$11.65
"DIRECT DEBIT",4/4/18,Checking,"AMAZON MKTPLACE PMWWW.AMAZON.COWA            6819",-39.98," ",,$39.98
"DIRECT DEBIT",4/4/18,Checking,"DUNKIN #310276 Q35MILFORD      NH            6801",-5.10," ",,$5.10
"DIRECT DEBIT",4/4/18,Checking,"CHIPOTLE 1799     BEDFORD      NH            6801",-10.14," ",,$10.14
"DIRECT DEBIT",4/4/18,Checking,"DUNKIN #357416    MANCHESTER   NH            6801",-7.36," ",,$7.36
"DIRECT DEBIT",4/4/18,Checking,"A&E COFFEE & TEA MMANCHESTER   NH            6819",-5.70," ",,$5.70
DEBIT,4/3/18,Checking,"THE GRANITE YMCA ELEC DRAFT",-76.00," ",,$76.00
"POS DEBIT",4/3/18,Checking,"MARKET BASKET 71  BEDFORD      NH            6801",-187.69," ",,$187.69
"POS DEBIT",4/2/18,Checking,"7-ELEVEN          MANCHESTER   NH            6819",-8.06," ",,$8.06
"POS DEBIT",4/2/18,Checking,"RITE AID STORE - 4MANCHESTER   NH            6819",-69.39," ",,$69.39
DEBIT,4/2/18,Checking,"DDA DEBIT",-14.00,460028904,,$14.00
"POS DEBIT",4/2/18,Checking,"IPSY   *GLAM BAG  HELP.IPSY.COMCA            6801",-10.00," ",,$10.00
"DIRECT DEBIT",4/2/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6819",-14.87," ",,$14.87
"DIRECT DEBIT",4/2/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6819",-14.87," ",,$14.87
"POS DEBIT",4/2/18,Checking,"MARKET BASKET 71  BEDFORD      NH            6801",-78.59," ",,$78.59
"DIRECT DEBIT",4/2/18,Checking,"DUNKIN #337152 Q35GOFFSTOWN    NH            6801",-7.92," ",,$7.92
"DIRECT DEBIT",4/2/18,Checking,"THE GYRO SPOT     MANCHESTER   NH            6819",-9.09," ",,$9.09
"DIRECT DEBIT",4/2/18,Checking,"A&E COFFEE & TEA MMANCHESTER   NH            6819",-5.48," ",,$5.48
DEBIT,3/30/18,Checking,"PROG NORTHERN    INS PREM",-89.68," ",,$89.68
DEBIT,3/30/18,Checking,"VERIZON WIRELESS PAYMENTS",-145.62," ",,$145.62
"POS DEBIT",3/30/18,Checking,"CUMBERLAND FAR    GOFFSTOWN    NH            6801",-5.67," ",,$5.67
"POS DEBIT",3/30/18,Checking,"CUMBERLAND FAR    GOFFSTOWN    NH            6801",-35.74," ",,$35.74
"DIRECT DEBIT",3/30/18,Checking,"JULIENS CORNER KITMANCHESTER   NH            6819",-15.97," ",,$15.97
"POS DEBIT",3/30/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-9.57," ",,$9.57
"DIRECT DEBIT",3/30/18,Checking,"A&E COFFEE & TEA MMANCHESTER   NH            6819",-5.48," ",,$5.48
"DIRECT DEPOSIT",3/30/18,Checking,"CITIZENS BANK, N DIR DEP",309.95," ",$309.95,
"POS DEBIT",3/29/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-29.77," ",,$29.77
"DIRECT DEBIT",3/29/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6819",-14.87," ",,$14.87
"DIRECT DEBIT",3/29/18,Checking,"MCDONALD'S F2039  NASHUA       NH            6801",-8.23," ",,$8.23
"DIRECT DEBIT",3/29/18,Checking,"TST* CAESARIO S PIMANCHESTER   NH            6819",-4.90," ",,$4.90
"DIRECT DEPOSIT",3/29/18,Checking,"30636 SILVERTECH DIR DEP",2251.89," ","$2,251.89",
"DIRECT DEBIT",3/28/18,Checking,"COLDSTONE #2126   MANCHESTER   NH            6801",-13.92," ",,$13.92
"POS DEBIT",3/27/18,Checking,"MARKET BASKET 71  BEDFORD      NH            6801",-50.25," ",,$50.25
"POS DEBIT",3/27/18,Checking,"OFF BROADWAY SHOESMANCHESTER   NH            6801",-46.98," ",,$46.98
"DIRECT DEBIT",3/27/18,Checking,"NEW WA TOY        MANCHESTER   NH            6819",-15.96," ",,$15.96
"DIRECT DEPOSIT",3/27/18,Checking,"CTZN-AP          MRL-032718",10.00," ",$10.00,
"POS DEBIT",3/26/18,Checking,"MARKET BASKET 71  BEDFORD      NH            6801",-43.82," ",,$43.82
"POS DEBIT",3/26/18,Checking,"SHELL Service StatMANCHESTER   NH            6819",-34.86," ",,$34.86
"POS DEBIT",3/26/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-11.95," ",,$11.95
"POS DEBIT",3/26/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6819",-42.98," ",,$42.98
"POS DEBIT",3/26/18,Checking,"HANNAFORD #831    MANCHESTER   NH            6801",-32.47," ",,$32.47
"DIRECT DEBIT",3/26/18,Checking,"CENTER OF NEW HAMPMANCHESTER   NH            6801",-10.00," ",,$10.00
"DIRECT DEBIT",3/26/18,Checking,"DUNKIN #357416    MANCHESTER   NH            6801",-5.97," ",,$5.97
"DIRECT DEBIT",3/26/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6801",-21.48," ",,$21.48
"DIRECT DEBIT",3/26/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6819",-14.87," ",,$14.87
"DIRECT DEBIT",3/26/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6819",-14.87," ",,$14.87
"DIRECT DEBIT",3/26/18,Checking,"DUNKIN #337152 Q35GOFFSTOWN    NH            6801",-8.57," ",,$8.57
"POS DEBIT",3/23/18,Checking,"7-ELEVEN          MANCHESTER   NH            6819",-13.00," ",,$13.00
"POS DEBIT",3/23/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-9.62," ",,$9.62
"DIRECT DEPOSIT",3/23/18,Checking,"CITIZENS BANK, N DIR DEP",307.48," ",$307.48,
"POS DEBIT",3/22/18,Checking,"MARKET BASKET 71  BEDFORD      NH            6801",-27.53," ",,$27.53
"POS DEBIT",3/22/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-10.93," ",,$10.93
"DIRECT DEBIT",3/22/18,Checking,"PUTNAMS WATERVIEW GOFFSTOWN    NH            6819",-46.93," ",,$46.93
"DIRECT DEBIT",3/22/18,Checking,"SQ *NATURE'S NECTANASHUA       NH            6801",-10.74," ",,$10.74
"DIRECT DEBIT",3/22/18,Checking,"THE BRIDGE CAFE   MANCHESTER   NH            6819",-10.36," ",,$10.36
"DIRECT DEBIT",3/22/18,Checking,"Amazon.com        AMZN.COM/BILLWA            6801",-11.63," ",,$11.63
"DIRECT DEBIT",3/22/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6801",-21.83," ",,$21.83
DEBIT,3/21/18,Checking,"WF HOME MTG      AUTO PAY",-1488.91," ",,"$1,488.91"
"POS DEBIT",3/21/18,Checking,"MARKET BASKET 71  BEDFORD      NH            6801",-118.07," ",,$118.07
"POS DEBIT",3/21/18,Checking,"SEARS ROEBUCK     MANCHESTER   NH            6801",-24.99," ",,$24.99
"DIRECT DEBIT",3/21/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6801",-25.95," ",,$25.95
"POS DEBIT",3/20/18,Checking,"7-ELEVEN          MERRIMACK    NH            6801",-34.47," ",,$34.47
"POS DEBIT",3/20/18,Checking,"TARGET T-2009     Bedford      NH            6801",-93.95," ",,$93.95
"POS DEBIT",3/19/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-10.07," ",,$10.07
"POS DEBIT",3/19/18,Checking,"Z1 XPRESS - GOFFSTGOFFSTOWN    NH            6819",-24.54," ",,$24.54
"DIRECT DEBIT",3/19/18,Checking,"ASIAN BREEZE      HOOKSETT     NH            6819",-39.85," ",,$39.85
"POS DEBIT",3/19/18,Checking,"NETFLIX COM       LOS GATOS    CA            6819",-10.99," ",,$10.99
"DIRECT DEBIT",3/19/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6801",-49.56," ",,$49.56
"DIRECT DEBIT",3/19/18,Checking,"GOOGLE *Domains   g.co/helppay#CA            6819",-12.00," ",,$12.00
"DIRECT DEBIT",3/19/18,Checking,"DUNKIN #337152 Q35GOFFSTOWN    NH            6801",-9.55," ",,$9.55
"DIRECT DEBIT",3/16/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6801",-5.38," ",,$5.38
"DIRECT DEBIT",3/16/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6819",-14.87," ",,$14.87
"DIRECT DEPOSIT",3/16/18,Checking,"CITIZENS BANK, N DIR DEP",307.49," ",$307.49,
OTHER,3/15/18,Checking,,0.03," ",$0.03,
"POS DEBIT",3/15/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-11.65," ",,$11.65
"POS DEBIT",3/15/18,Checking,"HLU*Hulu 61201170-HULU.COM/BILLCA            6801",-7.99," ",,$7.99
"POS DEBIT",3/15/18,Checking,"HANNAFORD #831    MANCHESTER   NH            6801",-95.03," ",,$95.03
"DIRECT DEBIT",3/15/18,Checking,"Audible           adbl.co/bill NJ            6819",-14.95," ",,$14.95
"DIRECT DEPOSIT",3/15/18,Checking,"30636 SILVERTECH DIR DEP",2191.63," ","$2,191.63",
"POS DEBIT",3/12/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-55.56," ",,$55.56
"POS DEBIT",3/12/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-9.64," ",,$9.64
"DIRECT DEBIT",3/12/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6801",-28.99," ",,$28.99
"POS DEBIT",3/12/18,Checking,"MARKET BASKET 71  BEDFORD      NH            6801",-93.58," ",,$93.58
"DIRECT DEBIT",3/12/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6819",-14.87," ",,$14.87
CHECK,3/9/18,Checking,,-150.00,115,,$150.00
TRANSFER,3/9/18,Checking,"TO SAVINGS       3373239967",-500.00," ",,$500.00
"DIRECT DEPOSIT",3/9/18,Checking,"CITIZENS BANK, N DIR DEP",305.02," ",$305.02,
"ATM DEBIT",3/8/18,Checking,"11 CHURCH STREET  GOFFSTOWN    NH            6801",-100.00," ",,$100.00
"POS DEBIT",3/8/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6819",-58.92," ",,$58.92
"POS DEBIT",3/8/18,Checking,"GOOGLE *YouTube TV855-836-3987 CA            6819",-35.00," ",,$35.00
DEBIT,3/7/18,Checking,"COMCAST          CABLE",-85.95," ",,$85.95
"DIRECT DEBIT",3/7/18,Checking,"DAILY WIRE        817-8503600  TX            6819",-7.99," ",,$7.99
"POS DEBIT",3/6/18,Checking,"MARKET BASKET 71  BEDFORD      NH            6801",-149.18," ",,$149.18
"POS DEBIT",3/6/18,Checking,"GOOGLE *YouTube Re855-836-3987 CA            6819",-14.99," ",,$14.99
"DIRECT DEBIT",3/6/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6801",-36.87," ",,$36.87
"DIRECT DEBIT",3/6/18,Checking,"RED ARROW 24 HOUR MANCHESTER   NH            6819",-17.06," ",,$17.06
DEBIT,3/5/18,Checking,"THE GRANITE YMCA ELEC DRAFT",-76.00," ",,$76.00
DEBIT,3/5/18,Checking,"EVERSOURCE       WEB_PAY",-546.91," ",,$546.91
DEBIT,3/5/18,Checking,"EVERSOURCE       WEB_PAY",-546.91," ",,$546.91
DEBIT,3/5/18,Checking,"EVERSOURCE       WEB_PAY",-546.91," ",,$546.91
"POS DEBIT",3/5/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-6.84," ",,$6.84
"POS DEBIT",3/5/18,Checking,"Z1 XPRESS - GOFFSTGOFFSTOWN    NH            6819",-26.40," ",,$26.40
"POS DEBIT",3/5/18,Checking,"BI-WISE / SULL    ALLENSTOWN   NH            6801",-68.34," ",,$68.34
"DIRECT DEBIT",3/5/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6819",-17.71," ",,$17.71
"DIRECT DEBIT",3/5/18,Checking,"CENTER OF NEW HAMPMANCHESTER   NH            6801",-6.00," ",,$6.00
"DIRECT DEBIT",3/5/18,Checking,"RED ARROW 24 HOUR MANCHESTER   NH            6801",-27.22," ",,$27.22
"DIRECT DEBIT",3/5/18,Checking,"DUNKIN #337152 Q35GOFFSTOWN    NH            6801",-7.92," ",,$7.92
"DIRECT DEPOSIT",3/5/18,Checking,"EVERSOURCE       REVERSAL",546.91," ",$546.91,
"DIRECT DEPOSIT",3/5/18,Checking,"EVERSOURCE       REVERSAL",546.91," ",$546.91,
DEBIT,3/2/18,Checking,"PROG NORTHERN    INS PREM",-89.76," ",,$89.76
DEBIT,3/2/18,Checking,"VERIZON WIRELESS PAYMENTS",-138.62," ",,$138.62
"POS DEBIT",3/2/18,Checking,"THE GRANITE YMCA  603-2328619  NH            6801",-68.00," ",,$68.00
"DIRECT DEBIT",3/2/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6819",-14.87," ",,$14.87
"DIRECT DEBIT",3/2/18,Checking,"NEW YUKI JAPANESE MANCHESTER   NH            6819",-15.94," ",,$15.94
"DIRECT DEBIT",3/2/18,Checking,"CITY OF MANCHESTERMANCHESTER   NH            6801",-1.00," ",,$1.00
"DIRECT DEBIT",3/2/18,Checking,"AMAZON MKTPLACE PMWWW.AMAZON.COWA            6801",-21.98," ",,$21.98
"DIRECT DEPOSIT",3/2/18,Checking,"CITIZENS BANK, N DIR DEP",309.96," ",$309.96,
"POS DEBIT",3/1/18,Checking,"Wal-Mart Super    MANCHESTER   NH            6801",-191.09," ",,$191.09
"POS DEBIT",3/1/18,Checking,"BURLINGTON STORES MANCHESTER   NH            6801",-28.97," ",,$28.97
"POS DEBIT",3/1/18,Checking,"IPSY   *GLAM BAG  HELP.IPSY.COMCA            6801",-10.00," ",,$10.00
"DIRECT DEBIT",3/1/18,Checking,"AUTO AIR & VACUUM PLAINVIEW    NY            6801",-1.50," ",,$1.50
"DIRECT DEBIT",3/1/18,Checking,"NEW YUKI JAPANESE MANCHESTER   NH            6819",-17.21," ",,$17.21
"DIRECT DEBIT",3/1/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6819",-11.98," ",,$11.98
"DIRECT DEPOSIT",3/1/18,Checking,"30636 SILVERTECH DIR DEP",2191.63," ","$2,191.63",
"POS DEBIT",2/28/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-12.37," ",,$12.37
"DIRECT DEBIT",2/28/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6819",-27.94," ",,$27.94
"DIRECT DEBIT",2/28/18,Checking,"MCDONALD'S F7194  GOFFSTOWN    NH            6801",-12.08," ",,$12.08
"DIRECT DEBIT",2/28/18,Checking,"Amazon.com        AMZN.COM/BILLWA            6819",-156.78," ",,$156.78
"POS DEBIT",2/27/18,Checking,"SHELL Service StatGOFFSTOWN    NH            6801",-35.55," ",,$35.55
"POS DEBIT",2/27/18,Checking,"MARKET BASKET 71  BEDFORD      NH            6819",-27.53," ",,$27.53
"POS DEBIT",2/27/18,Checking,"THE HOME DEPOT #34MANCHESTER   NH            6819",-97.76," ",,$97.76
"POS DEBIT",2/27/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-7.90," ",,$7.90
"POS DEBIT",2/27/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-10.39," ",,$10.39
"DIRECT DEBIT",2/27/18,Checking,"DUNKIN #337152 Q35GOFFSTOWN    NH            6801",-7.27," ",,$7.27
"POS DEBIT",2/26/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-17.25," ",,$17.25
"POS DEBIT",2/26/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-9.06," ",,$9.06
"DIRECT DEBIT",2/26/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6819",-20.29," ",,$20.29
"DIRECT DEBIT",2/26/18,Checking,"GOOGLE *Jam City  g.co/helppay#CA            6801",-0.99," ",,$0.99
"POS DEBIT",2/26/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-54.10," ",,$54.10
"DIRECT DEBIT",2/26/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6819",-17.71," ",,$17.71
"POS DEBIT",2/23/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-22.57," ",,$22.57
"DIRECT DEBIT",2/23/18,Checking,"LAKORN THAI RESTAUMANCHESTER   NH            6801",-35.85," ",,$35.85
"DIRECT DEBIT",2/23/18,Checking,"SUBWAY        0033MANCHESTER   NH            6801",-9.42," ",,$9.42
"DIRECT DEBIT",2/23/18,Checking,"CITY OF MANCHESTERMANCHESTER   NH            6801",-0.25," ",,$0.25
"DIRECT DEBIT",2/23/18,Checking,"DUNKIN #335825 Q35MANCHESTER   NH            6801",-6.73," ",,$6.73
"DIRECT DEBIT",2/23/18,Checking,"AMAZON MKTPLACE PMWWW.AMAZON.COWA            6819",-14.99," ",,$14.99
"DIRECT DEPOSIT",2/23/18,Checking,"CITIZENS BANK, N DIR DEP",419.96," ",$419.96,
"POS DEBIT",2/22/18,Checking,"7-ELEVEN          MANCHESTER   NH            6819",-3.86," ",,$3.86
"DIRECT DEBIT",2/22/18,Checking,"PANERA BREAD #2034BEDFORD      NH            6801",-24.81," ",,$24.81
"POS DEBIT",2/21/18,Checking,"7-ELEVEN          MANCHESTER   NH            6819",-12.99," ",,$12.99
"DIRECT DEBIT",2/21/18,Checking,"STAPLES       0010BEDFORD      NH            6801",-32.57," ",,$32.57
"DIRECT DEBIT",2/21/18,Checking,"STAPLES       0010BEDFORD      NH            6801",-0.88," ",,$0.88
"DIRECT DEBIT",2/21/18,Checking,"COWABUNGA`S       MANCHESTER   NH            6801",-12.00," ",,$12.00
FEE,2/20/18,Checking,"EXCHANGE FEE",-0.41," ",,$0.41
"POS DEBIT",2/20/18,Checking,"7-ELEVEN          MANCHESTER   NH            6819",-8.16," ",,$8.16
"DIRECT DEBIT",2/20/18,Checking,"GOOGLE *YouTube Vig.co/helppay#CA            6801",-4.99," ",,$4.99
"POS DEBIT",2/20/18,Checking,"MARKET BASKET 71  BEDFORD      NH            6801",-92.33," ",,$92.33
"DIRECT DEBIT",2/20/18,Checking,"DUNKIN #306010 Q35GOFFSTOWN    NH            6801",-2.06," ",,$2.06
"DIRECT DEBIT",2/20/18,Checking,"DUNKIN #306010 Q35GOFFSTOWN    NH            6801",-7.27," ",,$7.27
"DIRECT DEBIT",2/20/18,Checking,"TAJ INDIA         MANCHESTER   NH            6819",-16.94," ",,$16.94
"DIRECT DEBIT",2/20/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6801",-27.41," ",,$27.41
"POS DEBIT",2/20/18,Checking,"NETFLIX COM       LOS GATOS    CA            6819",-10.99," ",,$10.99
"DIRECT DEBIT",2/20/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6819",-17.71," ",,$17.71
"POS DEBIT",2/20/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-5.64," ",,$5.64
"DIRECT DEBIT",2/20/18,Checking,"NEW YUKI JAPANESE MANCHESTER   NH            6819",-83.54," ",,$83.54
"DIRECT DEBIT",2/20/18,Checking,"THE BRIDGE CAFE   MANCHESTER   NH            6819",-10.36," ",,$10.36
"DIRECT DEBIT",2/20/18,Checking,"CCP GAMES ORDERID:9                          6819",-14.95," ",,$14.95
DEBIT,2/16/18,Checking,"CAPITAL ONE      ONLINE PMT",-5249.26," ",,"$5,249.26"
"POS DEBIT",2/16/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-4.88," ",,$4.88
"POS DEBIT",2/16/18,Checking,"7-ELEVEN          MANCHESTER   NH            6819",-5.99," ",,$5.99
"POS DEBIT",2/16/18,Checking,"Z1 XPRESS - GOFFSTGOFFSTOWN    NH            6819",-32.99," ",,$32.99
"POS DEBIT",2/16/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-7.04," ",,$7.04
"DIRECT DEBIT",2/16/18,Checking,"USBORNE BOOKS & MO800-475-4522 OK            6801",-39.97," ",,$39.97
"DIRECT DEBIT",2/16/18,Checking,"DUNKIN #337152 Q35GOFFSTOWN    NH            6801",-7.44," ",,$7.44
"DIRECT DEBIT",2/16/18,Checking,"DISCORD           HTTPSDISCORDACA            6819",-49.99," ",,$49.99
"DIRECT DEPOSIT",2/16/18,Checking,"CITIZENS BANK, N DIR DEP",307.49," ",$307.49,
OTHER,2/15/18,Checking,,0.10," ",$0.10,
FEE,2/15/18,Checking,"EXCHANGE FEE",-0.83," ",,$0.83
"POS DEBIT",2/15/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-10.09," ",,$10.09
"DIRECT DEBIT",2/15/18,Checking,"RED ARROW 24 HOUR MANCHESTER   NH            6819",-14.80," ",,$14.80
"POS DEBIT",2/15/18,Checking,"HLU*Hulu 61201170-HULU.COM/BILLCA            6801",-7.99," ",,$7.99
"DIRECT DEBIT",2/15/18,Checking,"Albion Online     Berlin                     6819",-29.95," ",,$29.95
TRANSFER,2/15/18,Checking,"FROM SAVINGS     3373239967",1000.15," ","$1,000.15",
"DIRECT DEPOSIT",2/15/18,Checking,"30636 SILVERTECH DIR DEP",2191.63," ","$2,191.63",
"DIRECT DEBIT",2/14/18,Checking,"Audible           adbl.co/bill NJ            6819",-14.95," ",,$14.95
"DIRECT DEBIT",2/14/18,Checking,"THE BRO BASKET    https://www.tCA            6801",-65.31," ",,$65.31
"DIRECT DEBIT",2/14/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6801",-98.99," ",,$98.99
"POS DEBIT",2/13/18,Checking,"HANNAFORD #831    MANCHESTER   NH            6801",-148.72," ",,$148.72
"DIRECT DEBIT",2/13/18,Checking,"Amazon.com        AMZN.COM/BILLWA            6801",-18.75," ",,$18.75
"ATM DEBIT",2/12/18,Checking,"11 CHURCH STREET  GOFFSTOWN    NH            6801",-20.00," ",,$20.00
"DIRECT DEBIT",2/12/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6801",-40.38," ",,$40.38
"POS DEBIT",2/12/18,Checking,"MARKET BASKET 71  BEDFORD      NH            6819",-143.91," ",,$143.91
"DIRECT DEBIT",2/12/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6801",-13.76," ",,$13.76
"DIRECT DEBIT",2/12/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6819",-14.87," ",,$14.87
"DIRECT DEBIT",2/12/18,Checking,"Amazon.com        AMZN.COM/BILLWA            6801",-39.99," ",,$39.99
CHECK,2/9/18,Checking,,-121.00,113,,$121.00
"POS DEBIT",2/9/18,Checking,"STAPLES 1189      MANCHESTER   NH            6819",-155.86," ",,$155.86
"DIRECT DEBIT",2/9/18,Checking,"CVS/PHARMACY #0074BEDFORD      NH            6801",-42.65," ",,$42.65
"DIRECT DEBIT",2/9/18,Checking,"CMC URGENT CARE   BEDFORD      NH            6801",-25.00," ",,$25.00
"DIRECT DEPOSIT",2/9/18,Checking,"CITIZENS BANK, N DIR DEP",307.51," ",$307.51,
"POS DEBIT",2/8/18,Checking,"HANNAFORD #831    MANCHESTER   NH            6819",-27.51," ",,$27.51
"POS DEBIT",2/8/18,Checking,"Z1 XPRESS - GOFFSTGOFFSTOWN    NH            6819",-5.98," ",,$5.98
"POS DEBIT",2/8/18,Checking,"CVS/PHARMACY #    BEDFORD      NH            6801",-75.72," ",,$75.72
"POS DEBIT",2/8/18,Checking,"GOOGLE *YouTube TV855-836-3987 CA            6819",-35.00," ",,$35.00
DEBIT,2/7/18,Checking,"COMCAST          CABLE",-85.95," ",,$85.95
"DIRECT DEBIT",2/7/18,Checking,"MASTER WOK        MANCHESTER   NH            6801",-9.96," ",,$9.96
